context_3,context_2,context_1,response
Дз по китайскому be like,139💆‍♂️,хехехехп,Бдимо кринж и это не обсуждается
139💆‍♂️,хехехехп,Бдимо кринж и это не обсуждается,в чем заключается функция Таисии🤯
хехехехп,Бдимо кринж и это не обсуждается,в чем заключается функция Таисии🤯,Осуждаем
,,,Да кто такой этот ваш бдимо
,,Да кто такой этот ваш бдимо,
,,,"Ну и я тут тоже есть если что, и даже не буду душнить"
,,"Ну и я тут тоже есть если что, и даже не буду душнить",А ч за подведение итого вчера было ?
,,,Да
,,Да,?
,,,"(Оглашения итогов не было, разве нет?)"
,,,100 баллов по профильному(егэ) - информатика или математика? или конкретный из них
,,100 баллов по профильному(егэ) - информатика или математика? или конкретный из них,за всё
,,,за 2 предмета?
,,за 2 предмета?,за 3
,,,тут вроде в ед. числе говорится
,,тут вроде в ед. числе говорится,тебе бви
,,,"но если тебе просто нужны бви ии это не тот профиль
дадут"
,,,тоесть вуз не будет смотреть на результаты егэ? или не так понял
,,тоесть вуз не будет смотреть на результаты егэ? или не так понял,вуз куда ты поступаешь  если портнёр например(итмо) в рейтенге будет стоять 300 если 75 наберёшь за все что здаёшь
,,,"75 по профильному предмету надо, чтобы подтвердить"
,,"75 по профильному предмету надо, чтобы подтвердить",а профльный то какой
,,,инфа и математика? или один из них
,,,информатика🌚
,,информатика🌚,нет за все 3
,информатика🌚,нет за все 3,А где ты это увидел? Обычно только за профильный предмет
информатика🌚,нет за все 3,А где ты это увидел? Обычно только за профильный предмет,у меня знакомый так поступал
,,,"увидел
спасибо)"
,,"увидел
спасибо)","Можно зайти на сайт вуза, и там все будет написано, в том числе предмет, который надо подтвердить"
,,,в итмо точно все 3
,,в итмо точно все 3,
,,,"Нет
Только информатике
По егэ, квоте и платке еще надо 60+ по каждому, на кт 75+ по инфе и математике
Но нтошки не дают бви на кт
ты иишник?
М"
,,"Нет
Только информатике
По егэ, квоте и платке еще надо 60+ по каждому, на кт 75+ по инфе и математике
Но нтошки не дают бви на кт
ты иишник?
М","Закажи вместе с футболкой пж
На что?
Ты же иишник, откуда у тебя"
,"Нет
Только информатике
По егэ, квоте и платке еще надо 60+ по каждому, на кт 75+ по инфе и математике
Но нтошки не дают бви на кт
ты иишник?
М","Закажи вместе с футболкой пж
На что?
Ты же иишник, откуда у тебя","катенька
я хотел спросить нормально
но"
"Нет
Только информатике
По егэ, квоте и платке еще надо 60+ по каждому, на кт 75+ по инфе и математике
Но нтошки не дают бви на кт
ты иишник?
М","Закажи вместе с футболкой пж
На что?
Ты же иишник, откуда у тебя","катенька
я хотел спросить нормально
но",Тока хотел ник сменить
"Закажи вместе с футболкой пж
На что?
Ты же иишник, откуда у тебя","катенька
я хотел спросить нормально
но",Тока хотел ник сменить,"эй дружок-пирожок тобой выбрана неправильная дверь, клуб кожевенного ремесла два блока вниз."
"катенька
я хотел спросить нормально
но",Тока хотел ник сменить,"эй дружок-пирожок тобой выбрана неправильная дверь, клуб кожевенного ремесла два блока вниз.","уфффф
провокация сработала
он сбросил маску
🥺🥺🥺🥺
🥺🥺🥺🥺🥺🥺🥺🥺🥺
катенька
это клуб любителей кожевенного ремесла
шлаб ты отсюда
мою деревню назвали ""твоя мать"" потому что она ее раздавила 🥺"
Тока хотел ник сменить,"эй дружок-пирожок тобой выбрана неправильная дверь, клуб кожевенного ремесла два блока вниз.","уфффф
провокация сработала
он сбросил маску
🥺🥺🥺🥺
🥺🥺🥺🥺🥺🥺🥺🥺🥺
катенька
это клуб любителей кожевенного ремесла
шлаб ты отсюда
мою деревню назвали ""твоя мать"" потому что она ее раздавила 🥺",норм катенька зашел посрал и вышел
"эй дружок-пирожок тобой выбрана неправильная дверь, клуб кожевенного ремесла два блока вниз.","уфффф
провокация сработала
он сбросил маску
🥺🥺🥺🥺
🥺🥺🥺🥺🥺🥺🥺🥺🥺
катенька
это клуб любителей кожевенного ремесла
шлаб ты отсюда
мою деревню назвали ""твоя мать"" потому что она ее раздавила 🥺",норм катенька зашел посрал и вышел,ты просто ограниченный
"уфффф
провокация сработала
он сбросил маску
🥺🥺🥺🥺
🥺🥺🥺🥺🥺🥺🥺🥺🥺
катенька
это клуб любителей кожевенного ремесла
шлаб ты отсюда
мою деревню назвали ""твоя мать"" потому что она ее раздавила 🥺",норм катенька зашел посрал и вышел,ты просто ограниченный,Ну точнее щас выйдет
норм катенька зашел посрал и вышел,ты просто ограниченный,Ну точнее щас выйдет,ипхоне видимо
ты просто ограниченный,Ну точнее щас выйдет,ипхоне видимо,"Ну
Ладно
Выгонят"
Ну точнее щас выйдет,ипхоне видимо,"Ну
Ладно
Выгонят",ох🥺
ипхоне видимо,"Ну
Ладно
Выгонят",ох🥺,Ну купи че
"Ну
Ладно
Выгонят",ох🥺,Ну купи че,капец крутой
ох🥺,Ну купи че,капец крутой,иди на двач
Ну купи че,капец крутой,иди на двач,Зачем тебе Даня
капец крутой,иди на двач,Зачем тебе Даня,POV: челик набрал ноль баллов на отборочном и теперь из-за собственного бессилия решил смачно навалить кринжа во флудилку
иди на двач,Зачем тебе Даня,POV: челик набрал ноль баллов на отборочном и теперь из-за собственного бессилия решил смачно навалить кринжа во флудилку,skill issue
Зачем тебе Даня,POV: челик набрал ноль баллов на отборочном и теперь из-за собственного бессилия решил смачно навалить кринжа во флудилку,skill issue,"Не, у меня автопроход на три профиля"
POV: челик набрал ноль баллов на отборочном и теперь из-за собственного бессилия решил смачно навалить кринжа во флудилку,skill issue,"Не, у меня автопроход на три профиля","номерок оформи
и перевод на карту"
skill issue,"Не, у меня автопроход на три профиля","номерок оформи
и перевод на карту","и тебе привет
поксорь себя сам с собой пж, ок?)
мощно, мощно
а чё не батл фьюри?
не выфармил?
пон
как дела, рассказывай
хорошо же начали
ну я без негатива
чисто
а ну с кайфом
(┬┬﹏┬┬)"
"Не, у меня автопроход на три профиля","номерок оформи
и перевод на карту","и тебе привет
поксорь себя сам с собой пж, ок?)
мощно, мощно
а чё не батл фьюри?
не выфармил?
пон
как дела, рассказывай
хорошо же начали
ну я без негатива
чисто
а ну с кайфом
(┬┬﹏┬┬)","так смешно, что лицо клеить на скотч щас буду"
"номерок оформи
и перевод на карту","и тебе привет
поксорь себя сам с собой пж, ок?)
мощно, мощно
а чё не батл фьюри?
не выфармил?
пон
как дела, рассказывай
хорошо же начали
ну я без негатива
чисто
а ну с кайфом
(┬┬﹏┬┬)","так смешно, что лицо клеить на скотч щас буду",а ты дохуя юморист
"и тебе привет
поксорь себя сам с собой пж, ок?)
мощно, мощно
а чё не батл фьюри?
не выфармил?
пон
как дела, рассказывай
хорошо же начали
ну я без негатива
чисто
а ну с кайфом
(┬┬﹏┬┬)","так смешно, что лицо клеить на скотч щас буду",а ты дохуя юморист,"братан тут только парни на вооружение взяли, девушкам ты не интересен
так что поосторожнее"
"так смешно, что лицо клеить на скотч щас буду",а ты дохуя юморист,"братан тут только парни на вооружение взяли, девушкам ты не интересен
так что поосторожнее",2 тур вместе с первым открывается?
а ты дохуя юморист,"братан тут только парни на вооружение взяли, девушкам ты не интересен
так что поосторожнее",2 тур вместе с первым открывается?,че за токсы в чат залетать начали
"братан тут только парни на вооружение взяли, девушкам ты не интересен
так что поосторожнее",2 тур вместе с первым открывается?,че за токсы в чат залетать начали,"О, типчик отлетел, ура"
2 тур вместе с первым открывается?,че за токсы в чат залетать начали,"О, типчик отлетел, ура",кст всем любителям говеных анеков сюда (опять реклама)
че за токсы в чат залетать начали,"О, типчик отлетел, ура",кст всем любителям говеных анеков сюда (опять реклама),"ахахахха
те самые анекдоты"
,,,"– Папа, а почему в резах НТО указывают талант id, а не ФИО участника?
– Это элементарно, сынок. Чтобы никто не узнал, что в НТО участвуют Ленин, Сталин и Брежнев"
,,"– Папа, а почему в резах НТО указывают талант id, а не ФИО участника?
– Это элементарно, сынок. Чтобы никто не узнал, что в НТО участвуют Ленин, Сталин и Брежнев",И тот чье имя нельзя называть
,,,"можете объяснить пожалуйста?
хочется посмеяться"
,,"можете объяснить пожалуйста?
хочется посмеяться","Я знаю, что на НТО есть традиция называть фейки именами глав СССР"
,"можете объяснить пожалуйста?
хочется посмеяться","Я знаю, что на НТО есть традиция называть фейки именами глав СССР","аааа
а че за приколы такие"
,,,разрешено?
,,разрешено?,"Угу, в той же мере, что и социалистических вождей воскрешать"
,,,Нет конечно
,,Нет конечно,"(Как, правда, собрать плесень и липовый мед обратно в тело, не совсем ясно)"
,Нет конечно,"(Как, правда, собрать плесень и липовый мед обратно в тело, не совсем ясно)",Сноси винду
Нет конечно,"(Как, правда, собрать плесень и липовый мед обратно в тело, не совсем ясно)",Сноси винду,это кагл
"(Как, правда, собрать плесень и липовый мед обратно в тело, не совсем ясно)",Сноси винду,это кагл,"Сноси кагл
У тебя просто памяти не хватило в гпу"
Сноси винду,это кагл,"Сноси кагл
У тебя просто памяти не хватило в гпу","написано же что 30 мб свободно, а он требует 20 мб"
,,,Перезапусти ноутбук
,,Перезапусти ноутбук,Уже делал
,Перезапусти ноутбук,Уже делал,А на колабе?
,,,"Не, на колабе не пробовал"
,,"Не, на колабе не пробовал","Попробуй. Без шуток, иногда он лучше работает"
,"Не, на колабе не пробовал","Попробуй. Без шуток, иногда он лучше работает",Реально
,,,"а если не на колабе
то на интедже?
или на юпитере все прогают"
,,,Особенно когда нет своей видеокарты
,,Особенно когда нет своей видеокарты,"Ну на кэгл тоже есть, но как покахывет опыт – она работает странно"
,,,"ну кроме ограничений на колабе, наверное"
,,"ну кроме ограничений на колабе, наверное","Есть и на кэгле. Но там реально работает медленее и ""странное"""
,,,30гб кагла > 15 колаба
,,,"Ищу тян в тиму, но сразу говорю"
,,"Ищу тян в тиму, но сразу говорю",можно мне?
,,,не дают троллить(
,,не дают троллить(,так это сота
,,,какой тролинг
,,какой тролинг,каждый уважающий себя дс признает это
,,,в прошлом году было 2 задачи во время 2 этапа
,,,как и сейчас
,,как и сейчас,Сейчас одна
,как и сейчас,Сейчас одна,Уже да
как и сейчас,Сейчас одна,Уже да,"Просто когда я писал это, этой инфы ещё не знал"
,,,"?
Вторую скрыли?
Или вообще убрали?"
,,"?
Вторую скрыли?
Или вообще убрали?","Всм
Её просто нет, одна"
,"?
Вторую скрыли?
Или вообще убрали?","Всм
Её просто нет, одна","Ааа, пон"
"?
Вторую скрыли?
Или вообще убрали?","Всм
Её просто нет, одна","Ааа, пон",база
"Всм
Её просто нет, одна","Ааа, пон",база,жми жми
"Ааа, пон",база,жми жми,лан сори без негатива
база,жми жми,лан сори без негатива,(
,,,как в этот ваш второй этап пройти
,,как в этот ваш второй этап пройти,А вы применяли привилегию?
,,,"уже все кончилось, мы все победили"
,,"уже все кончилось, мы все победили",ладно
,"уже все кончилось, мы все победили",ладно,з х
,,,че за наплыв чмошников в этом году
,,че за наплыв чмошников в этом году,+
,,,уже столько негативчика в флудилке было
,,уже столько негативчика в флудилке было,А как реально пройти во 2 этап?
,,,если есть привилегия
,,если есть привилегия,хз у вас наверное сразу в финал
,,,"поэтому во 2 не пускает мб
хотя тупо"
,,"поэтому во 2 не пускает мб
хотя тупо","осуждаем
а так ради интереса, нафига ты всех булишь?)"
,,,"Ты разве не прощёл, ты по моему в прошлом году в финале первое место занял"
,,"Ты разве не прощёл, ты по моему в прошлом году в финале первое место занял",сам в шоке
,,,да)
,,,пов: данные
,,пов: данные,Что это за библиотека?
,пов: данные,Что это за библиотека?,пандас
,,,Так там есть people
,,Так там есть people,А метка на воду
,Так там есть people,А метка на воду,надеюсь он зарофлил
,,,сорри
,,сорри,"Впринципе и зеленый слоник можно скормить, и разметить всё как food
И dancing"
,сорри,"Впринципе и зеленый слоник можно скормить, и разметить всё как food
И dancing",?
сорри,"Впринципе и зеленый слоник можно скормить, и разметить всё как food
И dancing",?,Что за метод
"Впринципе и зеленый слоник можно скормить, и разметить всё как food
И dancing",?,Что за метод,"что именно то
график?"
?,Что за метод,"что именно то
график?",Не
,,,Я про ту что видео обрабатывает
,,Я про ту что видео обрабатывает,открыл на пк
,,,Movies & TV если точнее
,,,И он выводит что на видео?
,,И он выводит что на видео?,я тебя чет не понимаю
,,,"это numpy
новая версия
делаешь imporn numpy as np
а дальше"
,,,np.open_video(path).show()
,,np.open_video(path).show(),это правда я видел это в горах краснодарского края
,np.open_video(path).show(),это правда я видел это в горах краснодарского края,А библиотека какая
np.open_video(path).show(),это правда я видел это в горах краснодарского края,А библиотека какая,Городская
,,,xD
,,xD,"Не, я не про то"
,xD,"Не, я не про то",ну
,,,Как он определяет чего сколько
,,Как он определяет чего сколько,"df.labels.hist(figsize=(16,8))"
,,,искусственный интеллект
,,искусственный интеллект,А что должен
,,,altair
,,altair,Спс
,altair,Спс,pandas
,,,мне его жалко
,,,Да какой пандас
,,Да какой пандас,Может ты про import windows 11?
,,,все сори сори
,,все сори сори,import pandas
,все сори сори,import pandas,нее агрись ток
все сори сори,import pandas,нее агрись ток,...
import pandas,нее агрись ток,...,"import pandas as pd
df = pd.read_csv(path, index_col='Unnamed: 0')
df.labels.hist(figsize=(16,8))"
,,,Я не про пандас спросил
,,Я не про пандас спросил,Думаю стоит на скрине показать что конкретно интересует
,,,"а про что
про график?"
,,,Нет
,,Нет,"для начала нужно научиться изъяснять свои мысли, потом спрашивать"
,,,Мы всем чатом не шарим за эти мысли
,,,"Про то как покадрово разделить видео и обработав вывести кол-во облаков, еды, огня и прочей херни"
,,"Про то как покадрово разделить видео и обработав вывести кол-во облаков, еды, огня и прочей херни",так  у тебя есть эти данные
,,,Это типо вопрос не со скрина?
,,Это типо вопрос не со скрина?,Потому что на скрине такого нет
,Это типо вопрос не со скрина?,Потому что на скрине такого нет,он про таблицу
Это типо вопрос не со скрина?,Потому что на скрине такого нет,он про таблицу,"Там же не количество, там же просто лейблы"
,,,"на одсе
как я понял"
,,,"Откуда в ней взялись данные, чем их получать"
,,"Откуда в ней взялись данные, чем их получать",это?
,,,"df = pd.read_csv(path, index_col='Unnamed: 0')"
,,"df = pd.read_csv(path, index_col='Unnamed: 0')",С ods скачиваешь train_video
,"df = pd.read_csv(path, index_col='Unnamed: 0')",С ods скачиваешь train_video,"Да, вроде да"
"df = pd.read_csv(path, index_col='Unnamed: 0')",С ods скачиваешь train_video,"Да, вроде да","ну
import pandas as pd
df = pd.read_csv(""train.csv"", index_col='Unnamed: 0')
df[df[""labels""]==""water""]
все"
,,,"df[df[""labels""]==""water""]"
,,"df[df[""labels""]==""water""]",выведет тебе эту таблицу
,,,"А, я ошибся
Я подумал что алгоритм обработал видео и сам создал таблицу с лейблами исходя из содержания"
,,"А, я ошибся
Я подумал что алгоритм обработал видео и сам создал таблицу с лейблами исходя из содержания",нет
,,,"Тогда вопрос: накой в train лейблы? По такому кол-ву видео нейронку нормально не научишь. Это пример для кого, для алгоритма или меня?"
,,"Тогда вопрос: накой в train лейблы? По такому кол-ву видео нейронку нормально не научишь. Это пример для кого, для алгоритма или меня?",всм
,,,500 сэмплов мало?
,,500 сэмплов мало?,с боксером=воде да
,,,Конечно мало
,,Конечно мало,Это не так работает
,,,"лол
нет
ребят
transfer learning изобрели в 2018 году"
,,,люди до:
,,люди до:,а люди до на видео image classifier обучали
,люди до:,а люди до на видео image classifier обучали,это до 97 года?
,,,"Если бы лейблов не было - вопросов нет. Тогда надо было бы найти готовые интеловские данные чисто для нейронок, правильно применить и сделать вывод, но учить самому - долго и энергозатратно, очень"
,,"Если бы лейблов не было - вопросов нет. Тогда надо было бы найти готовые интеловские данные чисто для нейронок, правильно применить и сделать вывод, но учить самому - долго и энергозатратно, очень",))
,,,В чем прикол
,,В чем прикол,до того как шмидхубер изобрел лстм
,В чем прикол,до того как шмидхубер изобрел лстм,"Мне кажется что учиться на 500 видео - пустое занятие, фото\видео это не таблица где просто коэффициенты подобрать"
В чем прикол,до того как шмидхубер изобрел лстм,"Мне кажется что учиться на 500 видео - пустое занятие, фото\видео это не таблица где просто коэффициенты подобрать","окей, отменяем нто"
до того как шмидхубер изобрел лстм,"Мне кажется что учиться на 500 видео - пустое занятие, фото\видео это не таблица где просто коэффициенты подобрать","окей, отменяем нто","На фото коррелируют все пиксели, нужно больше данных"
"Мне кажется что учиться на 500 видео - пустое занятие, фото\видео это не таблица где просто коэффициенты подобрать","окей, отменяем нто","На фото коррелируют все пиксели, нужно больше данных","чел...
transfer learning..."
,,,"объяснить, что это такое?"
,,"объяснить, что это такое?",Неплохо было бы
,,,на ai arrow не объясняли?))
,,на ai arrow не объясняли?)),"Там таблици, это другое"
,на ai arrow не объясняли?)),"Там таблици, это другое",так это база
,,,"а
понятно"
,,"а
понятно","Нет в том году только
На буткемпе
Тож"
,,,"Я либо дебил, либо гений. Пока склоняюсь к первому, но почему это так - не понимаю. Создание алгоритма поиска - сложное занятие, им в гугле занимаются на серверах. Может я не понял задачу, но мне это кажется чем - то что требует больших данных, а не сраных 500 видео"
,,"Я либо дебил, либо гений. Пока склоняюсь к первому, но почему это так - не понимаю. Создание алгоритма поиска - сложное занятие, им в гугле занимаются на серверах. Может я не понял задачу, но мне это кажется чем - то что требует больших данных, а не сраных 500 видео",да блять
,,,"вот гугл разработал сеть
на серверах
больших таких
тпу называется"
,,,потом ты берешь сеть гугла
,,потом ты берешь сеть гугла,Вот
,потом ты берешь сеть гугла,Вот,вот
,,,и файнтюнишь
,,и файнтюнишь,базу занть надо
,и файнтюнишь,базу занть надо,Я об этом
и файнтюнишь,базу занть надо,Я об этом,дак transfer learning
,,,Тогда накой хер нужны лейблы
,,Тогда накой хер нужны лейблы,ты сколько занимаешься мл?
,,,это оно и есть
,,,так а как ты файнтюнить собрался без лейблов
,,так а как ты файнтюнить собрался без лейблов,либо он шарит за unsupervised
,,,либо новичок
,,либо новичок,"ну не думаю что голый ансупервайзд здесь будет норм
так что 2"
,,,"Это конечно хорошо, но что вы скажете, обучатели машин, как интерпретировать слои и веса нейросети??????почему их нельзя просто взять и понять, какой нейрон за что отвечает???почему свертки дают странную картинку?????"
,,"Это конечно хорошо, но что вы скажете, обучатели машин, как интерпретировать слои и веса нейросети??????почему их нельзя просто взять и понять, какой нейрон за что отвечает???почему свертки дают странную картинку?????",потому что активации
,,,Вопросы?
,,Вопросы?,можно понять
,,,Человек мыслит другимм масштабами
,,Человек мыслит другимм масштабами,да
,,,но есть много разных способов
,,,интрепритировать нейронку
,,интрепритировать нейронку,"всегда ли эти способы приемлемы для продакшена, где нужна интерпретируемость?"
,интрепритировать нейронку,"всегда ли эти способы приемлемы для продакшена, где нужна интерпретируемость?","назови продакшен, где нужна интерпритируемость image моделей"
,,,"но в большенстве случаев это не нужно
так как мы получаем эмбеддинг
картинки
допустим
дальше мы можем его в catboost подать
засунуть в линейный слой
svm
и тд"
,,"но в большенстве случаев это не нужно
так как мы получаем эмбеддинг
картинки
допустим
дальше мы можем его в catboost подать
засунуть в линейный слой
svm
и тд","на проде не всегда используются супер сложные и неитерпретируемые вещи
и вообще не везде важна интерпретируемость"
,"но в большенстве случаев это не нужно
так как мы получаем эмбеддинг
картинки
допустим
дальше мы можем его в catboost подать
засунуть в линейный слой
svm
и тд","на проде не всегда используются супер сложные и неитерпретируемые вещи
и вообще не везде важна интерпретируемость",+
"но в большенстве случаев это не нужно
так как мы получаем эмбеддинг
картинки
допустим
дальше мы можем его в catboost подать
засунуть в линейный слой
svm
и тд","на проде не всегда используются супер сложные и неитерпретируемые вещи
и вообще не везде важна интерпретируемость",+,"По сути да, не спорю, что везде"
"на проде не всегда используются супер сложные и неитерпретируемые вещи
и вообще не везде важна интерпретируемость",+,"По сути да, не спорю, что везде","хочешь интерпритируемость
вставляй клип
и пиши эвристики
вот надежный способ"
+,"По сути да, не спорю, что везде","хочешь интерпритируемость
вставляй клип
и пиши эвристики
вот надежный способ","Спасибо, просветлился"
"По сути да, не спорю, что везде","хочешь интерпритируемость
вставляй клип
и пиши эвристики
вот надежный способ","Спасибо, просветлился","Там стрим с объяснением задачи сохранится как видео?
Типа"
"хочешь интерпритируемость
вставляй клип
и пиши эвристики
вот надежный способ","Спасибо, просветлился","Там стрим с объяснением задачи сохранится как видео?
Типа","Да, должен"
"Спасибо, просветлился","Там стрим с объяснением задачи сохранится как видео?
Типа","Да, должен","У кого есть файл который сейчас разбирают в трансляции?
Можете скинуть?"
"Там стрим с объяснением задачи сохранится как видео?
Типа","Да, должен","У кого есть файл который сейчас разбирают в трансляции?
Можете скинуть?",кидали в чат
"Да, должен","У кого есть файл который сейчас разбирают в трансляции?
Можете скинуть?",кидали в чат,"Когда примерно
спс
большое"
"У кого есть файл который сейчас разбирают в трансляции?
Можете скинуть?",кидали в чат,"Когда примерно
спс
большое",А ipynb нормальный можно?
,,,.py лучше
,,.py лучше,"Мне больше жупитер нравится, без интерактива неудобно"
,,,ну скопируй сам в юпитер
,,ну скопируй сам в юпитер,"Вручную по ячейке копировать муторно, если бы был исходный ipynb, то было бы лучше"
,,,так блин просто переименуй и в кагл суй
,,так блин просто переименуй и в кагл суй,"Не, так не заработает"
,так блин просто переименуй и в кагл суй,"Не, так не заработает",Совсем другое форматирование
,,,"или колаб
в чем проблема
кагл отработает
я проверял
все заработает поверь мне суй в кагл
потом что хочешь делай"
,,"или колаб
в чем проблема
кагл отработает
я проверял
все заработает поверь мне суй в кагл
потом что хочешь делай","наверное, этот вопрос уже задавали, но все же файл решения это просто зип архив с .py внутри?"
,"или колаб
в чем проблема
кагл отработает
я проверял
все заработает поверь мне суй в кагл
потом что хочешь делай","наверное, этот вопрос уже задавали, но все же файл решения это просто зип архив с .py внутри?",докер
,,,паблик данные пофиксили?
,,паблик данные пофиксили?,-
,,,Ничего ещё не делали
,,,"чщерт, а так хотелось"
,,"чщерт, а так хотелось",Джарвиса зафигарь
,"чщерт, а так хотелось",Джарвиса зафигарь,дворецкого старка?
,,,"если вы знаете книги, где все же учат этому, то присылайте  мне - я слишком ленив, так что скайнета не случится"
,,"если вы знаете книги, где все же учат этому, то присылайте  мне - я слишком ленив, так что скайнета не случится","+ Альтрона
Да"
,"если вы знаете книги, где все же учат этому, то присылайте  мне - я слишком ленив, так что скайнета не случится","+ Альтрона
Да","прости, не люблю убивать несуществующих в реальности людей
это их надо сначала как-то в реальность призвать, тело им дать... это так муторно"
,,,где скачать видеокарту
,,где скачать видеокарту,держи shorturl.at/psKMV
,,,пинганите когда ответят
,,,"Приветствую всех, кто-нибудь занимается здесь AGI?"
,,"Приветствую всех, кто-нибудь занимается здесь AGI?",Нуя
,"Приветствую всех, кто-нибудь занимается здесь AGI?",Нуя,Сделаешь мне модель чтобы сама эксперименты над собой ставила?
"Приветствую всех, кто-нибудь занимается здесь AGI?",Нуя,Сделаешь мне модель чтобы сама эксперименты над собой ставила?,По хорошему ещё tensorboard/wandb добавить
,,,Там у меня до сих пор остался лк с большим минусом
,,Там у меня до сих пор остался лк с большим минусом,На прошлогоднем сервере
,,,"Я думал что нам потом ок всем удалят а из оставили
И там можно хостить вроде"
,,,"ЛК есть, но запустить ничего не получится"
,,"ЛК есть, но запустить ничего не получится","Да, я просто уже не заходил давно"
,,,*бесплатные можно
,,*бесплатные можно,Так да
,,,Конечно
,,,Она сама добавит
,,Она сама добавит,А docker для себя соберет?
,Она сама добавит,А docker для себя соберет?,Очев
,,,Так в городе ведь машины ездят😅
,,Так в городе ведь машины ездят😅,была бы хоть одна машина в кадре этого видео
,Так в городе ведь машины ездят😅,была бы хоть одна машина в кадре этого видео,"Они есть, просто каждая меньше пикселя"
Так в городе ведь машины ездят😅,была бы хоть одна машина в кадре этого видео,"Они есть, просто каждая меньше пикселя","""-Видишь суслика?
-Нет
-А он там есть!"")))"
,,,Человечина - тоже еда
,,Человечина - тоже еда,человек с рюкзаком курьера = еда?
,,,"Без рюкзака тоже, впрочем"
,,"Без рюкзака тоже, впрочем",Реально
,,,"фото этого алгоритма в цвете:
вспомнилось ещё..."
,,,Где вы взяли пример для написания кода?
,,Где вы взяли пример для написания кода?,?
,,,сам писал
,,,"Я обрабатывал только таблицы. Касательно изображений даже не знаю на что опереться. Какими библиотеками мне пользоваться, где можно найти хотя бы косвенный пример для начала?"
,,"Я обрабатывал только таблицы. Касательно изображений даже не знаю на что опереться. Какими библиотеками мне пользоваться, где можно найти хотя бы косвенный пример для начала?","там обрабатывать то и не надо, я просто смотрел чистоту  данных, которые нам выдали"
,,,видео выводил через html код
,,,"Частоту появления в видео разных типов данных? Там же в жтом плане вроде однородные видео, как это работает?"
,,"Частоту появления в видео разных типов данных? Там же в жтом плане вроде однородные видео, как это работает?","я сравнивал категорию, которую нам дали и само видео"
,,,Есть ли какие-то туториалы по этой теме?
,,Есть ли какие-то туториалы по этой теме?,"больше ничего там не было
делал ручками"
,,,"Ок, спасибо, попробую"
,,"Ок, спасибо, попробую",нет необходимости. данные пересмотрят и почистят
,,,"А, я думал что на сайте проблема только со списком лидеров
Спасибо, своевременно"
,,"А, я думал что на сайте проблема только со списком лидеров
Спасибо, своевременно",☺️
,,,кто может быстренько собрать ран пай за сотку
,,кто может быстренько собрать ран пай за сотку,го оплату решением на еденичку
,,,сотка »
,,,решение на единичку  =  оверфит
