context_3,context_2,context_1,response
,Это образ жизни,хороший вуз,"Да, вкусный"
Это образ жизни,хороший вуз,"Да, вкусный","а физкеку зачем 1 уровень дали
совсем как-то уровневую систему обесценили
нужно бы вообще уровни как таковые убрать"
,,,так уровни олимпиад по количеству участников определяются)))
,,так уровни олимпиад по количеству участников определяются))),на Верченко  точно не было 1500 людей
,так уровни олимпиад по количеству участников определяются))),на Верченко  точно не было 1500 людей,это афсб
так уровни олимпиад по количеству участников определяются))),на Верченко  точно не было 1500 людей,это афсб,думаешь они протолкнули олимпиаду?
на Верченко  точно не было 1500 людей,это афсб,думаешь они протолкнули олимпиаду?,Да
,,,просто олимпиада в перечне и всё
,,просто олимпиада в перечне и всё,"(ну, затем по усмотрению рсош, если достаточно много)"
,просто олимпиада в перечне и всё,"(ну, затем по усмотрению рсош, если достаточно много)",Видимо там просто наугад уровни раздают
,,,реверс раста
,,реверс раста,в первый раз видишь? откуда это?
,,,Жалко что угра еще не в перечне
,,Жалко что угра еще не в перечне,Так орги и не пытаются как будто её дуда пропихнуть
,Жалко что угра еще не в перечне,Так орги и не пытаются как будто её дуда пропихнуть,"пытаются, говорят, что все по рсошу проводят"
,,,"Мне кажется, что пытаются: призеров определяли по критериям рсош(25% и 8%), заявку в рсош оставляли, призами стимулируют кол-во участников, задания на финале были околоадекватными."
,,"Мне кажется, что пытаются: призеров определяли по критериям рсош(25% и 8%), заявку в рсош оставляли, призами стимулируют кол-во участников, задания на финале были околоадекватными.",Такой разьеб бы был
,,,а веб?!??
,,а веб?!??,"написано же, что ваня сделает реверс"
,,,"Стега от меня
Осталось найти бюджет
Можете чатом скинуться"
,,"Стега от меня
Осталось найти бюджет
Можете чатом скинуться",могу скинуть 100 рублей
,,,найди оргов труди
,,найди оргов труди,Они мне писали уже
,найди оргов труди,Они мне писали уже,и что ты ответил
найди оргов труди,Они мне писали уже,и что ты ответил,"( В этом году трудов нет, так как они не видят надобности в проведении ивента )"
,,,"или даже 300, если Татарстан деньги отдаст"
,,"или даже 300, если Татарстан деньги отдаст",что? как они это определяют вообще
,,,"я налоги им плачу, а они нихуя не делают"
,,"я налоги им плачу, а они нихуя не делают",и сколько налогов ты заплатил в этом году?
,,,"Хз, мб когда-то что-то и будет"
,,,Мне всегда так больно сука эти налоги отправлять
,,Мне всегда так больно сука эти налоги отправлять,да какие налоги
,,,вы что там работаете уже чтоли
,,вы что там работаете уже чтоли,С заработка
,вы что там работаете уже чтоли,С заработка,
,,,"20 гектар земли на вас оформлены
(Ладно, все мы платим ндс, но давайте забудем)"
,,"20 гектар земли на вас оформлены
(Ладно, все мы платим ндс, но давайте забудем)",на стикеры
,"20 гектар земли на вас оформлены
(Ладно, все мы платим ндс, но давайте забудем)",на стикеры,"прочитал ""в очередной раз убеждаюсь какие фрики эти ваши бинарники""..."
"20 гектар земли на вас оформлены
(Ладно, все мы платим ндс, но давайте забудем)",на стикеры,"прочитал ""в очередной раз убеждаюсь какие фрики эти ваши бинарники""...",Не одному тебе
на стикеры,"прочитал ""в очередной раз убеждаюсь какие фрики эти ваши бинарники""...",Не одному тебе,мне не пришло
"прочитал ""в очередной раз убеждаюсь какие фрики эти ваши бинарники""...",Не одному тебе,мне не пришло,Чзх 😳😳
Не одному тебе,мне не пришло,Чзх 😳😳,Ты ии?
мне не пришло,Чзх 😳😳,Ты ии?,я мтуси
Чзх 😳😳,Ты ии?,я мтуси,Я мтуси
,,,"ИИ для глупеньких, кавычки для богов"
,,"ИИ для глупеньких, кавычки для богов",AAAAAAAA длч богов
,"ИИ для глупеньких, кавычки для богов",AAAAAAAA длч богов,Позволяет найти bof на любом сайте
"ИИ для глупеньких, кавычки для богов",AAAAAAAA длч богов,Позволяет найти bof на любом сайте,Или exception базы про слишком длинное поле
,,,Универсальный фазер
,,Универсальный фазер,Вообще нет
,,,Abacaba
,,Abacaba,qweqwe
,,,или рце в базе
,,или рце в базе,"Это уже :;"")A"
,,,Росатом - наиболее крупная олимпиада
,,Росатом - наиболее крупная олимпиада,что?
,,,понял принял
,,,выше читай сообщение
,,выше читай сообщение,"так 400 человек, это факт"
,выше читай сообщение,"так 400 человек, это факт",ну росатом это не наиболее крупная олимпиада
выше читай сообщение,"так 400 человек, это факт",ну росатом это не наиболее крупная олимпиада,а какие крупнее ? где эту статистику найти?
,,,от бота
,,,на примере ИЯФиТ это как
,,на примере ИЯФиТ это как,Ядерная физика и технологии
,,,"ну имею в виду что значит на примере ияфит
они давали бви призёрам росатома и физтеха, и теперь посчитали насколько сократится число бви с ИХ точки зрения?"
,,"ну имею в виду что значит на примере ияфит
они давали бви призёрам росатома и физтеха, и теперь посчитали насколько сократится число бви с ИХ точки зрения?",Типа того
,,,или две олимпиады реально треть рсош
,,или две олимпиады реально треть рсош,
,,,"наверное брали поступающих туда по бви и посчитали тех, кто бы не проходил
крупная, но не более"
,,"наверное брали поступающих туда по бви и посчитали тех, кто бы не проходил
крупная, но не более","получается, вторая по крупности
там и написано ""две наиболее крупные"""
,"наверное брали поступающих туда по бви и посчитали тех, кто бы не проходил
крупная, но не более","получается, вторая по крупности
там и написано ""две наиболее крупные""","f
а
это физика
тогда извиняюсь"
"наверное брали поступающих туда по бви и посчитали тех, кто бы не проходил
крупная, но не более","получается, вторая по крупности
там и написано ""две наиболее крупные""","f
а
это физика
тогда извиняюсь",он еще и на клиенте флаг проверяет похоже
,,,оказывается в иде есть кнопка чтобы в больших функциях разбивать переменные с совпавшим адресом на две.
,,оказывается в иде есть кнопка чтобы в больших функциях разбивать переменные с совпавшим адресом на две.,Прикольно
,,,а aero ctf прям совсем для новичков или норм?
,,а aero ctf прям совсем для новичков или норм?,Мы играем
,,,"в сунц заселяют 30-31, собирать ли dungeon чтобы устроить cbs fisting ass"
,,"в сунц заселяют 30-31, собирать ли dungeon чтобы устроить cbs fisting ass",Ты поступил в итоге в СУНЦ НГУ?
,"в сунц заселяют 30-31, собирать ли dungeon чтобы устроить cbs fisting ass",Ты поступил в итоге в СУНЦ НГУ?,"нет, это будут вступительные"
"в сунц заселяют 30-31, собирать ли dungeon чтобы устроить cbs fisting ass",Ты поступил в итоге в СУНЦ НГУ?,"нет, это будут вступительные",Что
,,,вступительные экзамены в виде летней школы длиною в месяц (почти)
,,вступительные экзамены в виде летней школы длиною в месяц (почти),Ты расписание читал?
,вступительные экзамены в виде летней школы длиною в месяц (почти),Ты расписание читал?,А есть?
вступительные экзамены в виде летней школы длиною в месяц (почти),Ты расписание читал?,А есть?,Или ты про школьное🤔
Ты расписание читал?,А есть?,Или ты про школьное🤔,Часы вполне информативно
,,,"А
Гуд лак
Хэв фан"
,,"А
Гуд лак
Хэв фан","спасибо, уже осмотрел ближайшие пивнухи, вроде мобильных приложений они не имеют"
,"А
Гуд лак
Хэв фан","спасибо, уже осмотрел ближайшие пивнухи, вроде мобильных приложений они не имеют","Ну хотя да. Вступительные длинною в месяц.
Есть.
И далее по тексту"
"А
Гуд лак
Хэв фан","спасибо, уже осмотрел ближайшие пивнухи, вроде мобильных приложений они не имеют","Ну хотя да. Вступительные длинною в месяц.
Есть.
И далее по тексту",а тебе оно зачем?
"спасибо, уже осмотрел ближайшие пивнухи, вроде мобильных приложений они не имеют","Ну хотя да. Вступительные длинною в месяц.
Есть.
И далее по тексту",а тебе оно зачем?,интересно сколько в неделю часов
,,,у меня в школе план 37 часов
,,у меня в школе план 37 часов,У нас тоже + 5 обязательных часов факультативов
,,,Так что 42
,,Так что 42,а
,Так что 42,а,Как же круто звучит
Так что 42,а,Как же круто звучит,что это
,,,"Дебиан отсудили домен у чела, который плохо про них писал."
,,"Дебиан отсудили домен у чела, который плохо про них писал.",(а чела взяли в рабство и изнасиловали)
,,,а почему на русском языке
,,а почему на русском языке,"Статья русская, про инцидент"
,,,они ещё и русского чела отсудили?
,,они ещё и русского чела отсудили?,"(я в ситуацию не вникал, сужу по тому, что скинул слонсер)"
,они ещё и русского чела отсудили?,"(я в ситуацию не вникал, сужу по тому, что скинул слонсер)","Так все норм, чел писал неправильные вещи, поэтому руководство свободного по ""дебиан"" решило запретить ему это делать"
они ещё и русского чела отсудили?,"(я в ситуацию не вникал, сужу по тому, что скинул слонсер)","Так все норм, чел писал неправильные вещи, поэтому руководство свободного по ""дебиан"" решило запретить ему это делать",несвободный дебиан получается
"(я в ситуацию не вникал, сужу по тому, что скинул слонсер)","Так все норм, чел писал неправильные вещи, поэтому руководство свободного по ""дебиан"" решило запретить ему это делать",несвободный дебиан получается,Небинарный то есть
"Так все норм, чел писал неправильные вещи, поэтому руководство свободного по ""дебиан"" решило запретить ему это делать",несвободный дебиан получается,Небинарный то есть,qualcom заставляет задуматься
,,,и тут реклама
,,и тут реклама,Это можно отключить вроде
,,,Кто-то поступил на ИС в итмо?
,,Кто-то поступил на ИС в итмо?,аче там же 30 зачисление бви
,Кто-то поступил на ИС в итмо?,аче там же 30 зачисление бви,Ну в целом
,,,В итмо есть что то кроме КТ?
,,В итмо есть что то кроме КТ?,Бизнес информатика.
,,,Это поднаправление КТ? 😯
,,Это поднаправление КТ? 😯,Это мегафакультет кт
,,,А ты поступил?
,,А ты поступил?,Ну да
,А ты поступил?,Ну да,На платку?
,,,"Кто подал
Да"
,,"Кто подал
Да",А ок
,"Кто подал
Да",А ок,Не хватило до целевого 8 баллов
"Кто подал
Да",А ок,Не хватило до целевого 8 баллов,реклама спама выходит на новый уровень
А ок,Не хватило до целевого 8 баллов,реклама спама выходит на новый уровень,"что за херня, стэк оверфлоу аск убунту и суперюзер оффлаин"
Не хватило до целевого 8 баллов,реклама спама выходит на новый уровень,"что за херня, стэк оверфлоу аск убунту и суперюзер оффлаин","наверное, они отказались удалить информацию дискредитирующую применение вооружённых сил российской федерации"
реклама спама выходит на новый уровень,"что за херня, стэк оверфлоу аск убунту и суперюзер оффлаин","наверное, они отказались удалить информацию дискредитирующую применение вооружённых сил российской федерации",Вчера ещё все работало вроде
,,,Как же wechat убого выглядит….
,,Как же wechat убого выглядит….,У тебя просто разрез глаз слишком большой
,Как же wechat убого выглядит….,У тебя просто разрез глаз слишком большой,"Блин да, не подумал"
,,,прищурься
,,,У нас просто иероглифы широкие
,,У нас просто иероглифы широкие,"Зачем ты там русский поставил, у меня после этого половина интерфейса была на русском, другая на китайском"
,У нас просто иероглифы широкие,"Зачем ты там русский поставил, у меня после этого половина интерфейса была на русском, другая на китайском",Причем настройки и все подпункты для смены языка на китайском
,,,зачем ты вообще туда полез?
,,зачем ты вообще туда полез?,рабочий парень владислав просить нефритовый стержень кси миска рис и кошка жена в обмен на ноль день в яблоко телефон
,зачем ты вообще туда полез?,рабочий парень владислав просить нефритовый стержень кси миска рис и кошка жена в обмен на ноль день в яблоко телефон,ахахахахах ты гениален
,,,Нужно
,,Нужно,"в саже есть способ создать свое кольцо с некоторыми измененными операциями без ебли? Наследуюсь от IntegerMod_gmp, мне MyRing().parent() возвращает None"
,Нужно,"в саже есть способ создать свое кольцо с некоторыми измененными операциями без ебли? Наследуюсь от IntegerMod_gmp, мне MyRing().parent() возвращает None",продавать китайцам зиродеи
,,,пми вшэ проходной 303
,,пми вшэ проходной 303,Норм
,,,иб вшэ проходной 302
,,иб вшэ проходной 302,"Кб, у которого проходной всегда был выше чем на иб, а в этом году 279"
,иб вшэ проходной 302,"Кб, у которого проходной всегда был выше чем на иб, а в этом году 279",
,,,выводы делайте сами
,,выводы делайте сами,"получается, программа совпадает"
,выводы делайте сами,"получается, программа совпадает",у нас чилловее будет
,,,Ну так на всех направлениях куда идёт много олимпиадников
,,,Там же завтра приказы о зачислении БВИ?
,,Там же завтра приказы о зачислении БВИ?,это баллы зеленой волны
,Там же завтра приказы о зачислении БВИ?,это баллы зеленой волны,А ну это не проходные
,,,А это проход на бюджет или квазибюджет?
,,А это проход на бюджет или квазибюджет?,"на бюджет вроде
земля фкнщикам ночным ботом"
,А это проход на бюджет или квазибюджет?,"на бюджет вроде
земля фкнщикам ночным ботом","а, они видимо .net используют а не .com
(просто ссылка не туда в странице ""сайт умер""? или почему я попал туда)"
А это проход на бюджет или квазибюджет?,"на бюджет вроде
земля фкнщикам ночным ботом","а, они видимо .net используют а не .com
(просто ссылка не туда в странице ""сайт умер""? или почему я попал туда)","Он как-то сам поставился, я уже исправил это"
"на бюджет вроде
земля фкнщикам ночным ботом","а, они видимо .net используют а не .com
(просто ссылка не туда в странице ""сайт умер""? или почему я попал туда)","Он как-то сам поставился, я уже исправил это",может лучше было попробовать английский
"а, они видимо .net используют а не .com
(просто ссылка не туда в странице ""сайт умер""? или почему я попал туда)","Он как-то сам поставился, я уже исправил это",может лучше было попробовать английский,"Ладно, буду учить крипту
терморектальный криптоанализ"
,,,"а, на кб по зв берут 88 человек"
,,"а, на кб по зв берут 88 человек",так иди на иб
,,,"че за рофл
а на иб 14
зачем на направление бездари с 279 баллами
нет туда бви"
,,"че за рофл
а на иб 14
зачем на направление бездари с 279 баллами
нет туда бви","или хотя бы на пми, там, говорят, всего в 1 балл разница"
,"че за рофл
а на иб 14
зачем на направление бездари с 279 баллами
нет туда бви","или хотя бы на пми, там, говорят, всего в 1 балл разница","у меня бви только на кб
но ладно
крипту выучу"
,,,тут еще мавроди учился
,,тут еще мавроди учился,"а фирамир учился в нгу, поступай сюда"
,,,"и якубович
Значит крутое место"
,,,"Не, Мавроди круче"
,,"Не, Мавроди круче","Учитывая, что он в интервью Гордону вроде, говорил что учился в говне"
,"Не, Мавроди круче","Учитывая, что он в интервью Гордону вроде, говорил что учился в говне",
,,,То слабый аргумент
,,То слабый аргумент,"не вижу, чтобы он писал, что миэм плох
он просто не приходил в него
чисто экзамены сдавал
видимо пора переезжать в пещеру"
,,,Ждём слив сдека чтобы проверить пиздят ли орги угры
,,Ждём слив сдека чтобы проверить пиздят ли орги угры,Так был
,Ждём слив сдека чтобы проверить пиздят ли орги угры,Так был,Где
,,,Я себя даже там нашел
,,,Поступашки be like 🥴
,,Поступашки be like 🥴,"Я из-за коммента под этим постом про ""факультет ремонта пылесосов и кондиционеров в Люберцах "" вчера почти час ржал"
,,,Комменты
,,Комменты,"Ну, тут молодому человеку надо было на коты итмо идти"
,,,"Ладно дгту виноделие, гостеприимство синергия, но это меня сломало"
,,"Ладно дгту виноделие, гостеприимство синергия, но это меня сломало",Хз давно баян вроде
,,,Кладоискатели
,,Кладоискатели,химбой
,Кладоискатели,химбой,Cumfest
Кладоискатели,химбой,Cumfest,таганский районный суд опять всех штрафует
химбой,Cumfest,таганский районный суд опять всех штрафует,что за команда C0T BuT UD0D
,,,у пича в этот раз больше обычного учётных записей
,,у пича в этот раз больше обычного учётных записей,Что?
,,,а organizers не катат этот ктф?
,,а organizers не катат этот ктф?,не знаю кто такие aero ctf organizers
,а organizers не катат этот ктф?,не знаю кто такие aero ctf organizers,я так понял там палёные организаторы ибо в also know на тайме у них нету такого алиаса
а organizers не катат этот ктф?,не знаю кто такие aero ctf organizers,я так понял там палёные организаторы ибо в also know на тайме у них нету такого алиаса,им же пришлось бы алиас делать странный если это они
не знаю кто такие aero ctf organizers,я так понял там палёные организаторы ибо в also know на тайме у них нету такого алиаса,им же пришлось бы алиас делать странный если это они,Кто не знал - у пича деменция
я так понял там палёные организаторы ибо в also know на тайме у них нету такого алиаса,им же пришлось бы алиас делать странный если это они,Кто не знал - у пича деменция,"ну допустим лохам у которых аир в минималке
на 128 гигов"
им же пришлось бы алиас делать странный если это они,Кто не знал - у пича деменция,"ну допустим лохам у которых аир в минималке
на 128 гигов","Может теперь dyld shared cache будет меньше
Меньше 20гб
А где ты это вычитал"
Кто не знал - у пича деменция,"ну допустим лохам у которых аир в минималке
на 128 гигов","Может теперь dyld shared cache будет меньше
Меньше 20гб
А где ты это вычитал",не тут
"ну допустим лохам у которых аир в минималке
на 128 гигов","Может теперь dyld shared cache будет меньше
Меньше 20гб
А где ты это вычитал",не тут,"А, ида"
"Может теперь dyld shared cache будет меньше
Меньше 20гб
А где ты это вычитал",не тут,"А, ида","Поступайте в нгу, вам выделят специальную общагу с глушилками интернета и связи"
,,,ты чего наделал
,,ты чего наделал,Все норм
,,,"А тебя за что
Жопа горит с них
там оффтоп просто по кд
тут 3 сообщения пукнул и гг"
,,"А тебя за что
Жопа горит с них
там оффтоп просто по кд
тут 3 сообщения пукнул и гг",это где
,"А тебя за что
Жопа горит с них
там оффтоп просто по кд
тут 3 сообщения пукнул и гг",это где,Нас не забанили
"А тебя за что
Жопа горит с них
там оффтоп просто по кд
тут 3 сообщения пукнул и гг",это где,Нас не забанили,"мем
а вы не знали?
ИТМО закрывается
все поступаем в МИЭМ ВШЭ"
,,,Дай ссылку пж
,,Дай ссылку пж,Он в муте до сих пор
,,,"А ахахахахахха
Я не заметил"
,,"А ахахахахахха
Я не заметил","ну че, всех зачисленных поздравляю"
,"А ахахахахахха
Я не заметил","ну че, всех зачисленных поздравляю","Ура, можно ставить статус, что учусь в ВШЭ"
,,,чем вшэ иб лучше итмо иб
,,чем вшэ иб лучше итмо иб,@tranquiIizerbot  твой выход
,чем вшэ иб лучше итмо иб,@tranquiIizerbot  твой выход,ну в вышке базированные гигачады учатся на иб
,,,(кбшники лохи)
,,(кбшники лохи),
,,,"иб = бумажки чек, настрой ids
кб = ктф энд ресерч проджектс"
,,"иб = бумажки чек, настрой ids
кб = ктф энд ресерч проджектс","неа
иб - чилл и поломка всего вокруг чек
кб - 100500 криптографии, матеши, слава лучкин чек"
,"иб = бумажки чек, настрой ids
кб = ктф энд ресерч проджектс","неа
иб - чилл и поломка всего вокруг чек
кб - 100500 криптографии, матеши, слава лучкин чек",нееееее ненадо притографию
"иб = бумажки чек, настрой ids
кб = ктф энд ресерч проджектс","неа
иб - чилл и поломка всего вокруг чек
кб - 100500 криптографии, матеши, слава лучкин чек",нееееее ненадо притографию,"крч иб для чадов, кб для вирджинов"
"неа
иб - чилл и поломка всего вокруг чек
кб - 100500 криптографии, матеши, слава лучкин чек",нееееее ненадо притографию,"крч иб для чадов, кб для вирджинов",фууууууууууууууууууууууууу
,,,"вот когда взломаю aes cbc, то все твои нюдсы в сеть солью"
,,"вот когда взломаю aes cbc, то все твои нюдсы в сеть солью",А если там будет что-то сложнее cbc? Например des3?
,,,"удивлен, что слава решил не смотреть стрим, а показать свой"
,,"удивлен, что слава решил не смотреть стрим, а показать свой",
,,,"Это пиздец, чтоб вы понимали, логистика вообще у них по пизде видимо пошла, я ток сейчас посылку забрал"
,,"Это пиздец, чтоб вы понимали, логистика вообще у них по пизде видимо пошла, я ток сейчас посылку забрал",У меня вообще отменили и деньги вернули😢
,,,Перед этим правда 3 дня ехал куда-то
,,,О это же дельфиноид
,,О это же дельфиноид,Ага
,,,В лш есть клон славы
,,В лш есть клон славы,кто
,В лш есть клон славы,кто,пич
В лш есть клон славы,кто,пич,"Не всеросник, просто очень похожи"
,,,лучкин владислав?
,,лучкин владислав?,Легенда
,,,откуда тебе известно кто есть в лш
,,откуда тебе известно кто есть в лш,он не про ту лш
,,,( он щас на лш НГУ )
,,( он щас на лш НГУ ),а
,,,Вы поехали в свою лш по итогу?
,,Вы поехали в свою лш по итогу?,все отказались
,Вы поехали в свою лш по итогу?,все отказались,.
,,,"я
Слава
Ваня"
,,,все
,,все,Расскажешь потом что было на уроках реверса от кера
,все,Расскажешь потом что было на уроках реверса от кера,как
,,,я же не поехал
,,,"А, реально отказались 😳"
,,"А, реально отказались 😳",откуда информация
,,,"Да
Того не стоит"
,,"Да
Того не стоит",А кто поехал
,,,Никто
,,Никто,откуда информация
,,,Там же были яникита в топе и ещё один флагошар
,,Там же были яникита в топе и ещё один флагошар,Да
,Там же были яникита в топе и ещё один флагошар,Да,Gay shit
,,что,Институт Теплых Мужских Отношений
,что,Институт Теплых Мужских Отношений,(я там тоже только ещё и деньги плачу…)
что,Институт Теплых Мужских Отношений,(я там тоже только ещё и деньги плачу…),
,,,гейство
,,гейство,А ты где?
,гейство,А ты где?,вшэ офк
,,,Че экономист дохуя
,,Че экономист дохуя,дохуя 🤘🏻🤘🏻🤘🏻
,,,Отмени инфляцию пж
,,Отмени инфляцию пж,может тебе еще и доллар по 30 сделать?
,Отмени инфляцию пж,может тебе еще и доллар по 30 сделать?,по -30
Отмени инфляцию пж,может тебе еще и доллар по 30 сделать?,по -30,"все правильно, тебе отдают и доллары и рубли"
,,,"отмените рубли, верните мавродики"
,,"отмените рубли, верните мавродики",
,,,35 хватит
,,35 хватит,это база
,,,Бля заживем
,,Бля заживем,"только для этого надо было в МИФИ идти, танки проектировать 😈"
,Бля заживем,"только для этого надо было в МИФИ идти, танки проектировать 😈",Переводись в следующем году
,,,Учись быстрее
,,Учись быстрее,а ты куда поступаешь?
,Учись быстрее,а ты куда поступаешь?,Я зачислен уже в итмо на ИС
Учись быстрее,а ты куда поступаешь?,Я зачислен уже в итмо на ИС,История Сербии?
,,,Интеллект сосет
,,Интеллект сосет,"пво сработало
🤘🤘🤘"
,Интеллект сосет,"пво сработало
🤘🤘🤘",он сам в лс пишет теперь?
,,Да,
,,,Это чат клоунов?
,,Это чат клоунов?,"Да, угры"
,,,"Нет, это"
,,"Нет, это",чилль мужик
,"Нет, это",чилль мужик,Советую почиллить
"Нет, это",чилль мужик,Советую почиллить,"( Вплане я смотрю чанки через heap, а потом просто вручную инспекчу по размеру )
Нельзя просто указывать адресс и чтобы он сам читал по размеру чанка?"
,,,В зависимости от типа чанка выбираешь команду и после нее адрес
,,В зависимости от типа чанка выбираешь команду и после нее адрес,"А для общего случая никак?
( С одной штукой прикалываюсь, через скрипт в gdb )"
,,,"а можно просто bins
ладно"
,,"а можно просто bins
ладно",(я использовал heap chunk address у гефа)
,"а можно просто bins
ладно",(я использовал heap chunk address у гефа),я настолько преисполнился что свою программу на c++ отлаживаю в r2 вместо gdb...
"а можно просто bins
ладно",(я использовал heap chunk address у гефа),я настолько преисполнился что свою программу на c++ отлаживаю в r2 вместо gdb...,Vis
(я использовал heap chunk address у гефа),я настолько преисполнился что свою программу на c++ отлаживаю в r2 вместо gdb...,Vis,"умный компилятор конечно
([[unlikely]] и [[likely]] я ставил так что хотел вместо этих инструкций видеть cmp ebx, edx / jne [куда-то] и все остальные проверки там)"
я настолько преисполнился что свою программу на c++ отлаживаю в r2 вместо gdb...,Vis,"умный компилятор конечно
([[unlikely]] и [[likely]] я ставил так что хотел вместо этих инструкций видеть cmp ebx, edx / jne [куда-то] и все остальные проверки там)","коротко про ЛШ
( Слова про СВО на лекции )"
,,,а это какая лш
,,а это какая лш,CTF
,,,"там правда говорят много кринжа про СВО
как я и предсказывал"
,,,ты проник в их чат?
,,ты проник в их чат?,"нет мне челы из УрФУ просто написали, что было на лекциях"
,,,А что такое сво
,,А что такое сво,где вы были последние 8 лет?
,А что такое сво,где вы были последние 8 лет?,спала очевидно
А что такое сво,где вы были последние 8 лет?,спала очевидно,"о, они не только про русский военный корабль написали статью"
,,,"А ясно, кринж тогда"
,,"А ясно, кринж тогда",плагиатер инфина
,,,Сказала Тася находящаяся на оккупированых территориях
,,Сказала Тася находящаяся на оккупированых территориях,
,,,вот бы кто-то добавил нас в миротворец... 👉🏻👈🏻
,,вот бы кто-то добавил нас в миротворец... 👉🏻👈🏻,"Не надо меня никуда добавлять
Мне надо, я добавлюсь"
,вот бы кто-то добавил нас в миротворец... 👉🏻👈🏻,"Не надо меня никуда добавлять
Мне надо, я добавлюсь",Ебать чел хорош
,,,Нашел беседу где обитают очень странные люди
,,Нашел беседу где обитают очень странные люди,.
,,,"Там нет Славы, шок"
,,"Там нет Славы, шок",Невозможно
,,,это где
,,это где,В чате этом
,,,ПОЧЕМУ
,,ПОЧЕМУ,Ахпхпха
,,,"AAAAAAAAAAAAAAAAAAAAAAAA
(здесь он по байту собирает значение xmm вместо просто vmovdqa xmm1, xmmword[rsp+0x1fd0])
в чате дебилав?
ну так я её не нашёл
вк наверное
погуглил как посчитать page fault
""just turn off virtual memory and make sure your software fits in L2""
поиск системы компьютерной алгебры magma
новее 2.22 (выпущенной 5 лет назад, сейчас версия 2.27) так и не нашёл
о, четвёртый бан в гугле за день
пришлось и написать слово, и нажать галочку
раньше я ни одного не получал"
,,,"Был найден всеросник, который не умеет записывать в файл на си"
,,"Был найден всеросник, который не умеет записывать в файл на си",А зачем ему это знание
,,,лш цтф?
,,лш цтф?,"Нет, лш нгу"
,,,а нафига ему чистый си?
,,а нафига ему чистый си?,Ну и на плюсах
,а нафига ему чистый си?,Ну и на плюсах,даже freopen не знает?
,,,Похоже
,,Похоже,ебейшее
,Похоже,ебейшее,"Ещё не тестил, завтра хочу поставить и протестить эту конфетку"
Похоже,ебейшее,"Ещё не тестил, завтра хочу поставить и протестить эту конфетку",завтра удаляю 010
ебейшее,"Ещё не тестил, завтра хочу поставить и протестить эту конфетку",завтра удаляю 010,Красивое…
"Ещё не тестил, завтра хочу поставить и протестить эту конфетку",завтра удаляю 010,Красивое…,Так ты же уже поступил
завтра удаляю 010,Красивое…,Так ты же уже поступил,В мифи
Красивое…,Так ты же уже поступил,В мифи,он не прочитал
Так ты же уже поступил,В мифи,он не прочитал,единственный вопрос: КАКИЕ ВАШИ ДОКАЗАТЕЛЬСТВА? (c)
,,,я с челом который эту систему написад ходил на англ кстати
,,я с челом который эту систему написад ходил на англ кстати,а кто ее написал
,я с челом который эту систему написад ходил на англ кстати,а кто ее написал,"ну чел с иса в итмо, он псж написал и въебал в германию вроде"
